gene_name	significant	logpval	difference	tstat
Mtpn	NA	1.97695	-0.323215	-1.78338
Ankrd49	NA	1.87934	-0.323239	-1.73743
Neurl3	NA	1.51912	-0.323301	-1.55482
Taco1os	NA	0.19885	-0.323525	-0.439555
Oxsm	NA	0.645281	-0.323751	-0.967202
Adprh	NA	0.949553	-0.324069	-1.20735
Ankrd35	NA	0.183015	-0.324958	-0.412921
Zc3h15	NA	1.57991	-0.325224	-1.59188
Hacd3	NA	1.10799	-0.325305	-1.31641
Ssna1	NA	0.437398	-0.325343	-0.762179
Mcat	NA	0.351558	-0.325782	-0.660567
Pigb	NA	0.391698	-0.326354	-0.710009
Cep68	NA	0.981171	-0.32655	-1.23304
Psmd12	NA	1.39194	-0.326637	-1.4915
Peli1	NA	0.715964	-0.326704	-1.03099
C1galt1	NA	1.94625	-0.326919	-1.78009
Trappc6b	NA	0.546825	-0.32725	-0.87801
Nsmce4a	NA	0.807672	-0.327266	-1.10591
Vwa9	NA	0.636638	-0.327445	-0.962715
Elmo2	NA	0.747149	-0.327573	-1.05776
Romo1	NA	1.33343	-0.327731	-1.4598
Usp40	NA	0.614336	-0.327879	-0.942767
Ppp1r2	NA	0.284674	-0.327919	-0.572079
Gusb	NA	1.26201	-0.327922	-1.41752
Metap1	NA	0.858342	-0.328343	-1.14619
Hes7	NA	0.159841	-0.328367	-0.372187
Rbm28	NA	1.6149	-0.328457	-1.61823
Xpr1	NA	1.36225	-0.328532	-1.47826
Lnp	NA	1.47269	-0.328827	-1.54181
Orc2	NA	0.907388	-0.32889	-1.18343
Iars2	NA	1.75956	-0.3289	-1.6942
Mrps9	NA	1.14936	-0.329451	-1.34997
Cln5	NA	0.352919	-0.329525	-0.663817
Fam168a	NA	1.01962	-0.329612	-1.2641
Ddx39	NA	0.543032	-0.329964	-0.876191
Hagh	NA	0.22125	-0.330145	-0.477414
Dpcd	NA	0.794275	-0.330181	-1.09861
Chst14	NA	0.281155	-0.330841	-0.567959
BC048609	NA	0.281155	-0.330841	-0.567959
Gm20109	NA	0.281155	-0.330841	-0.567959
Ptpre	NA	1.3178	-0.330866	-1.45669
Pex14	NA	0.612809	-0.331267	-0.944131
Apbb3	NA	1.58276	-0.331365	-1.60799
Map7	NA	0.237361	-0.331391	-0.503036
Pigh	NA	0.613177	-0.331971	-0.945043
Wsb1	NA	0.651863	-0.332264	-0.98058
Cirh1a	NA	0.553193	-0.332639	-0.888149
Tm6sf1	NA	0.88421400000000006	-0.332856	-1.17125
Sart3	NA	1.25008	-0.333185	-1.41992
Prpf19	NA	0.318375	-0.333304	-0.620226
Arl14epl	NA	0.39714700000000003	-0.333315	-0.719769
Immp1l	NA	0.396795	-0.333467	-0.71942
Dvl1	NA	0.405093	-0.333964	-0.729501
Apold1	NA	0.147028	-0.333969	-0.348976
Cmc2	NA	0.518692	-0.334225	-0.854503
Hist1h2bm	NA	0.283184	-0.334501	-0.571927
BC031181	NA	0.452187	-0.33459	-0.783728
Atp5d	NA	0.872268	-0.335445	-1.16537
Ppp1cb	NA	1.52848	-0.335449	-1.58761
Pdxk	NA	1.18148	-0.335611	-1.38097
Reep5	NA	0.527566	-0.335646	-0.864517
Gm5113	NA	0.336062	-0.335808	-0.644558
Aptx	NA	0.26471	-0.335898	-0.545504
Rad51ap2	NA	0.246405	-0.336118	-0.518059
4930539J05Rik	NA	0.246405	-0.336118	-0.518059
Ndufs2	NA	1.35058	-0.336411	-1.48705
H2afz	NA	0.588414	-0.336542	-0.925263
Gnpnat1	NA	0.49124	-0.337333	-0.827758
Pfdn1	NA	1.03407	-0.337643	-1.28581
Prps1l3	NA	0.44172	-0.338054	-0.773854
Cdc25b	NA	1.04036	-0.338093	-1.29083
Actr10	NA	1.38378	-0.338157	-1.51025
Preb	NA	0.894939	-0.338293	-1.18603
Mlx	NA	1.01841	-0.338452	-1.27605
Ndufb5	NA	0.929966	-0.338539	-1.2125
Pank4	NA	0.294166	-0.33857	-0.588686
Tmem184b	NA	0.294402	-0.338691	-0.589054
Slc35a1	NA	0.710287	-0.338771	-1.03783
Avpi1	NA	1.06524	-0.338836	-1.30907
Lamtor1	NA	1.30681	-0.339173	-1.46585
Gm20604	NA	0.500554	-0.339293	-0.838821
Gm26910	NA	0.276028	-0.340043	-0.563196
Ccnt2	NA	0.39804	-0.340254	-0.724027
Sp2	NA	0.671446	-0.340398	-1.0052
Nvl	NA	0.688074	-0.340553	-1.02009
Rpl11	NA	0.312647	-0.340667	-0.614945
Jdp2	NA	0.643297	-0.340948	-0.980181
Myl6b	NA	0.463678	-0.341126	-0.800052
Lamtor5	+	2.57572	-0.341287	-2.11005
Scyl3	NA	0.418535	-0.341726	-0.749019
Bcl9	NA	0.402381	-0.342107	-0.730074
Notch2	NA	1.0735	-0.342234	-1.3198
Unc93b1	NA	0.365454	-0.342278	-0.684789
Zfp930	NA	0.530098	-0.342343	-0.871498
Lyrm4	NA	0.490671	-0.342457	-0.830199
Trim13	NA	0.831596	-0.342527	-1.14196
Wdr75	NA	0.613562	-0.342728	-0.953927
Kdm1a	NA	0.733238	-0.342774	-1.06132
Spag4	NA	0.241168	-0.342941	-0.511557
Afg3l1	NA	1.09642	-0.343142	-1.33684
Ipo5	NA	0.727047	-0.343357	-1.05657
Ywhaq	NA	0.468863	-0.343792	-0.807244
Ubl4a	NA	0.615752	-0.343867	-0.956878
Noxo1	NA	0.840387	-0.344221	-1.15082
Dock11	+	2.38025	-0.344545	-2.03693
Mrpl47	NA	1.81624	-0.345036	-1.76586
Cyb5d2	NA	0.318911	-0.345042	-0.624906
Garnl3	NA	0.284376	-0.345271	-0.576711
Pdcd2l	NA	0.217539	-0.346052	-0.474575
Lamc1	NA	0.487414	-0.346178	-0.828849
Tsen15	NA	0.39472	-0.346223	-0.722666
Syt16	NA	0.169739	-0.346772	-0.39257
Serpinf1	NA	0.666934	-0.346874	-1.00668
Dhdds	NA	0.621805	-0.347058	-0.965067
Gm30108	NA	0.14702	-0.34731	-0.350367
Pnmal1	NA	0.217349	-0.347436	-0.474524
Pxylp1	NA	0.963669	-0.347453	-1.24885
Gfod2	NA	0.956632	-0.347486	-1.24369
St8sia4	NA	0.837566	-0.347956	-1.15271
Pced1a	NA	0.531781	-0.348332	-0.87707
Zc3hav1l	NA	0.215321	-0.348405	-0.47138
Brcc3	NA	0.551245	-0.348671	-0.897214
Lzic	NA	0.44064	-0.348671	-0.778046
Trmt10c	NA	0.592035	-0.348838	-0.93785
Mterf3	NA	0.219692	-0.348868	-0.478614
Etaa1	NA	2.0276	-0.349167	-1.88505
Camkmt	NA	0.193228	-0.349312	-0.434388
Mettl20	NA	0.245764	-0.349459	-0.520133
Mtx2	NA	0.401468	-0.349646	-0.732344
Tmem203	NA	0.311728	-0.349702	-0.616559
Impdh1	NA	1.60151	-0.349722	-1.66066
Nf1	NA	1.0312	-0.349934	-1.3012
Haus6	NA	0.697804	-0.35021	-1.03727
Cd151	NA	1.33044	-0.350263	-1.50099
Nfatc4	NA	0.25942	-0.350362	-0.541231
Gnas	NA	1.42696	-0.350502	-1.56056
Ndfip2	NA	0.230287	-0.350634	-0.496043
Ccm2	NA	0.992567	-0.350692	-1.27431
Apbb1ip	NA	0.883036	-0.3508	-1.1918
Ndufaf7	NA	1.09675	-0.350912	-1.3487
Gpaa1	NA	1.17345	-0.350969	-1.40094
Ubash3b	NA	1.2062	-0.35112	-1.4229
Naa40	NA	0.540876	-0.351178	-0.888261
Srp9	NA	1.03487	-0.351783	-1.30638
Smurf2	NA	0.800679	-0.352432	-1.12749
Rngtt	NA	0.958779	-0.352748	-1.25198
Znhit3	NA	0.707171	-0.353102	-1.04814
Mecomos	NA	0.301957	-0.353287	-0.604019
Stk38l	+	3.06988	-0.353887	-2.36318
Gpr108	+	2.29132	-0.354641	-2.03011
Rbm44	NA	0.283704	-0.354893	-0.578358
Golph3	NA	0.290801	-0.354963	-0.588632
Epsti1	NA	0.824082	-0.355022	-1.1494
Cpne6	NA	0.460858	-0.355097	-0.804323
Ccdc138	NA	0.265383	-0.35522	-0.551376
Acp1	NA	0.303768	-0.355493	-0.607211
Ankrd37	NA	0.37265	-0.35556	-0.699109
Casp8ap2	NA	0.958109	-0.355617	-1.25507
Fance	NA	0.258919	-0.355692	-0.541726
Med11	NA	1.19483	-0.355706	-1.42279
Magohb	NA	0.318182	-0.355788	-0.627341
Phf13	NA	1.02353	-0.355949	-1.30386
Strn4	NA	0.847013	-0.355998	-1.16904
Rfx5	NA	0.394629	-0.356016	-0.726727
Acap2	NA	0.5172	-0.356143	-0.86658
Tcap	NA	0.14802	-0.3562	-0.353171
Tspyl3	NA	0.467428	-0.356439	-0.812415
Timm13	NA	0.595742	-0.356858	-0.947199
Mprip	+	2.87377	-0.357027	-2.29753
Me1	NA	1.04246	-0.357178	-1.31923
Fam214a	NA	0.472226	-0.357381	-0.818284
5830415F09Rik	NA	0.234097	-0.35775	-0.503539
Rad21	NA	1.39733	-0.357832	-1.55668
Gm46224	NA	0.13308	-0.358145	-0.324161
Suco	NA	0.735989	-0.358222	-1.07809
Sf3a3	NA	0.798212	-0.358391	-1.13146
Krcc1	NA	1.04396	-0.358398	-1.32198
Gm20633	NA	0.297385	-0.358541	-0.599043
Tjap1	NA	0.293775	-0.358582	-0.593893
Bloc1s6	NA	1.2242	-0.35867	-1.44715
Sgk3	NA	0.458014	-0.35877	-0.802959
Dda1	NA	0.355561	-0.358799	-0.678358
Nat8	NA	0.560191	-0.35896	-0.913044
Cap1	NA	0.538412	-0.359163	-0.890719
Ppib	NA	0.683797	-0.359304	-1.03239
Slc25a1	NA	0.682063	-0.359516	-1.03098
Faf1	NA	1.4958	-0.359528	-1.62005
LOC102640673	NA	0.136173	-0.359592	-0.330419
Hnrnpa0	NA	1.31548	-0.359668	-1.50844
Suv420h2	NA	0.484715	-0.359746	-0.833423
Nt5c3b	NA	0.668041	-0.360003	-1.01848
Suclg1	NA	1.05824	-0.360549	-1.33522
Serbp1	+	2.14754	-0.36105	-1.98016
Sec16a	NA	0.508322	-0.361202	-0.860009
Pi4ka	NA	0.582305	-0.361552	-0.9371
B4galnt4	NA	0.139693	-0.361818	-0.337542
Psma8	NA	0.777305	-0.362143	-1.11744
Sccpdh	NA	1.70922	-0.362433	-1.75072
BC029722	NA	0.443277	-0.363127	-0.788098
Gmppb	NA	0.578696	-0.363531	-0.934792
Tfe3	NA	0.824257	-0.363576	-1.15836
Vdac2	NA	1.51292	-0.363625	-1.63868
Bvht	NA	0.206079	-0.363874	-0.458608
Kcna3	NA	0.216836	-0.363877	-0.47662
9530082P21Rik	NA	0.222512	-0.363918	-0.485978
Akirin2	NA	1.38001	-0.363971	-1.55726
Ptpn12	NA	1.08485	-0.364101	-1.35925
Mycn	NA	0.511499	-0.364348	-0.865217
4932443L11Rik	NA	0.311491	-0.364385	-0.620638
Tmem263	NA	1.5396	-0.364866	-1.65727
Stk25	NA	0.340787	-0.364936	-0.660939
Wdr19	NA	0.303033	-0.365113	-0.608912
Tsfm	NA	1.06705	-0.365559	-1.34843
Ppp1r16b	NA	0.32592	-0.365674	-0.641022
Lpcat3	NA	0.978107	-0.365899	-1.28291
Aacs	NA	0.60901	-0.365947	-0.96661
Tstd3	NA	0.506744	-0.366122	-0.861054
Rnpep	NA	1.01593	-0.366163	-1.31168
Acy1	NA	0.614817	-0.366218	-0.972496
Etfa	NA	0.832945	-0.366728	-1.16877
Nhp2l1	NA	1.14224	-0.366732	-1.40366
Vac14	NA	0.582273	-0.367138	-0.940778
Apoo	NA	0.162745	-0.367293	-0.38214
Prdm9	NA	1.09551	-0.367348	-1.37141
Sptbn4	NA	0.215601	-0.367425	-0.475171
Sar1b	NA	1.00463	-0.367581	-1.30503
Vps25	NA	0.473484	-0.367662	-0.82498
Foxj2	NA	0.164041	-0.367832	-0.38461
Ftsj1	NA	0.525592	-0.368006	-0.882443
Rhox5	+	2.35504	-0.368033	-2.10456
Slc41a1	NA	0.392628	-0.368202	-0.729172
Ciita	NA	0.218569	-0.368485	-0.480279
Orc3	NA	1.00013	-0.368515	-1.30282
Glce	NA	0.441131	-0.369054	-0.788333
Cmss1	NA	1.05143	-0.369348	-1.3421
Wdr55	NA	0.301515	-0.369542	-0.607964
Rnft1	NA	0.868606	-0.369552	-1.201
Gm49322	NA	0.234794	-0.369718	-0.506964
Babam1	NA	0.690247	-0.369917	-1.04695
Grsf1	NA	1.06135	-0.369979	-1.35023
Hexdc	NA	0.229358	-0.369997	-0.498236
Atg9b	NA	0.391268	-0.370056	-0.728191
Nup50	+	3.1808	-0.370136	-2.48009
Birc3	NA	0.452464	-0.370484	-0.80225
Tctex1d2	NA	0.35063	-0.370593	-0.675938
Farsb	NA	0.505058	-0.370649	-0.861688
Gm10260	NA	0.1308	-0.370932	-0.320596
Mdh2	NA	0.637369	-0.371344	-0.998087
Ttc9c	NA	1.61228	-0.371558	-1.71476
Atxn7l2	NA	0.254876	-0.371635	-0.539042
Gm12454	NA	0.492929	-0.372319	-0.849177
Fgd6	NA	0.463647	-0.372403	-0.816092
Gm15247	NA	0.320107	-0.372481	-0.635023
1810013L24Rik	NA	1.19863	-0.372697	-1.45185
Rpl10a	NA	0.25988	-0.372984	-0.547057
Tcf20	NA	1.48576	-0.373549	-1.64167
Alkbh6	NA	0.266828	-0.373635	-0.557827
Sumo1	NA	0.757264	-0.373938	-1.11084
Naif1	NA	0.264667	-0.374331	-0.554689
Ube2n	NA	0.159612	-0.37482	-0.377058
Polr2m	NA	1.1484	-0.375481	-1.42069
Lysmd1	NA	0.224714	-0.376051	-0.491712
Dld	+	2.51064	-0.376065	-2.20688
Slx1b	NA	0.713586	-0.376175	-1.07346
Slc41a2	NA	0.733625	-0.376183	-1.09168
4732414G09Rik	NA	0.182264	-0.376254	-0.418854
Ampd2	NA	0.303735	-0.376304	-0.612955
Pi4k2b	NA	1.24422	-0.376328	-1.48884
Hdgfrp2	+	1.97824	-0.376661	-1.93556
Atg3	NA	0.944219	-0.376925	-1.26969
Ift22	NA	0.459483	-0.377176	-0.813534
Bud31	NA	1.28255	-0.377208	-1.51632
Mrpl46	NA	0.456435	-0.377382	-0.81008
Kcnrg	NA	0.276302	-0.37765	-0.573052
Nol11	NA	1.50771	-0.377744	-1.6635
Mrpl4	NA	1.50327	-0.377913	-1.66105
Cers6	NA	0.542296	-0.37803	-0.906025
AC130815.3	NA	0.316088	-0.378099	-0.630993
Gm31887	NA	0.435143	-0.378452	-0.785391
Wbp11	NA	0.986254	-0.378492	-1.30437
Ufd1l	NA	1.45734	-0.378537	-1.63322
Abhd12	NA	0.802373	-0.378584	-1.15443
Lims1	NA	1.28649	-0.378857	-1.52164
Vrk2	NA	0.702038	-0.378883	-1.06499
Rpl35a	NA	0.305762	-0.378983	-0.61657
Coa6	NA	0.841625	-0.379003	-1.18829
Necap1	NA	0.316099	-0.37921	-0.631318
Tmem189	NA	0.834281	-0.379604	-1.18267
Gemin5	NA	1.79245	-0.380101	-1.83964
St6galnac4	NA	0.392781	-0.380248	-0.733969
Lrch1	NA	0.688233	-0.380389	-1.05328
Rpl3	NA	0.396945	-0.380638	-0.739373
Susd1	NA	1.09481	-0.380788	-1.38921
Ccdc115	NA	0.428041	-0.381201	-0.778
Suz12	+	2.183	-0.381394	-2.05862
Cldn12	NA	0.179182	-0.38152200000000003	-0.413937
Cflar	NA	0.619361	-0.381564	-0.987529
Taf1	+	3.47676	-0.382868	-2.65782
Serpinc1	NA	0.183132	-0.383123	-0.421253
Pus7	NA	0.617412	-0.383142	-0.986637
Rab9	NA	0.770948	-0.383246	-1.13112
Slc35g1	NA	0.595287	-0.383552	-0.964561
4933413J09Rik	NA	0.261111	-0.383898	-0.551255
4930455G09Rik	NA	0.359928	-0.383955	-0.692682
Tlcd2	NA	0.359928	-0.383955	-0.692682
Hsd17b14	NA	0.359928	-0.383955	-0.692682
Dus1l	NA	1.13968	-0.384124	-1.42656
H3f3b	NA	1.07698	-0.384173	-1.38041
Emc1	NA	1.24568	-0.384178	-1.50199
Dcaf13	NA	0.663616	-0.384275	-1.03275
Osgep	NA	0.93707	-0.38452	-1.27247
Cnot8	NA	0.414121	-0.384582	-0.762326
Traf6	NA	0.50008300000000006	-0.384594	-0.863453
Rps3	NA	0.228726	-0.384733	-0.499781
Ppp3r1	NA	0.379195	-0.385233	-0.718373
Tmem18	NA	0.418332	-0.385347	-0.767825
Gm10093	NA	0.359566	-0.385384	-0.692665
Platr25	NA	1.23611	-0.385431	-1.49721
Chsy1	NA	1.50979	-0.385653	-1.67998
Elof1	NA	0.989791	-0.385831	-1.31575
9330182O14Rik	NA	0.305945	-0.385873	-0.618629
Rell2	NA	0.305945	-0.385873	-0.618629
Uchl4	NA	0.305945	-0.385873	-0.618629
Supt16	NA	1.32908	-0.386067	-1.56219
Eri1	NA	1.86871	-0.38696	-1.90002
Zdhhc8	NA	0.162769	-0.386963	-0.384218
Tomm20	NA	1.05448	-0.387249	-1.36735
Vhl	NA	1.17077	-0.387507	-1.4538
Pdzd8	+	2.73177	-0.38765	-2.35405
3110040N11Rik	NA	0.358227	-0.387699	-0.691622
Apeh	NA	1.15677	-0.388315	-1.44478
Echdc1	NA	1.6425399999999999	-0.388336	-1.76835
Tfg	NA	0.755181	-0.388435	-1.12141
Uimc1	NA	1.12012	-0.388528	-1.4182
Ss18	NA	0.382751	-0.388598	-0.724143
Zfyve16	NA	0.852444	-0.388863	-1.20703
Srsf7	NA	1.16681	-0.389045	-1.45309
Ebna1bp2	NA	0.63283	-0.389277	-1.00609
Ruvbl1	+	1.90259	-0.389888	-1.92668
Rnf215	NA	0.81202	-0.390131	-1.1734
6330416G13Rik	NA	0.526275	-0.390163	-0.895376
Xpnpep3	NA	0.452655	-0.390211	-0.811355
Phb2	NA	0.801105	-0.390324	-1.164
Bmf	NA	0.232565	-0.391577	-0.50723
Cstb	NA	0.233745	-0.392174	-0.509262
AC061963.1	NA	0.232237	-0.392525	-0.506851
Jade1	NA	0.847592	-0.392533	-1.20639
Eya3	NA	0.332866	-0.39269	-0.658556
Ldha	NA	0.86394	-0.392725	-1.22052
Smu1	NA	0.814187	-0.392892	-1.17778
Zdhhc16	NA	0.542637	-0.393078	-0.914784
Trappc10	NA	0.642497	-0.393151	-1.01829
Elavl1	NA	0.457368	-0.393228	-0.818256
Rbm10	NA	1.31006	-0.393251	-1.56072
Snrnp40	NA	1.7345	-0.393276	-1.83505
Rusc2	NA	0.170179	-0.393362	-0.398722
Cbr4	NA	0.685964	-0.393392	-1.06083
Clta	NA	1.44266	-0.393462	-1.65071
Abhd13	NA	0.599887	-0.393497	-0.975473
Mrpl11	NA	0.937368	-0.393588	-1.28249
Nubp2	NA	0.54157	-0.393907	-0.914074
Rps15a	NA	0.21895	-0.393959	-0.485002
Atp5a1	NA	1.65489	-0.39404	-1.78777
Prpf18	NA	0.710218	-0.394051	-1.08437
Zbtb8os	NA	0.96788	-0.394081	-1.30771
Cdk9	NA	0.948841	-0.394179	-1.29245
Tle1	NA	0.510604	-0.394552	-0.880235
Rnf138	NA	0.371415	-0.394833	-0.711426
Aldoart1	NA	0.646147	-0.394889	-1.02307
Parg	NA	0.954773	-0.394912	-1.29805
Prpf31	NA	0.581846	-0.395028	-0.957664
Bcap29	NA	1.78353	-0.395048	-1.8686
Tbl2	NA	1.03204	-0.395144	-1.35967
Slc35e1	NA	0.335461	-0.395329	-0.662905
Gm14966	NA	0.22128	-0.395847	-0.48920400000000003
Gm21992	NA	0.22128	-0.395847	-0.48920400000000003
Jmjd6	NA	0.95459	-0.39588	-1.29894
Rbbp4	+	2.25792	-0.395988	-2.14119
Nfxl1	NA	0.493103	-0.396099	-0.861165
Npm1	+	2.74094	-0.396158	-2.38963
Rwdd4a	+	2.1194	-0.397088	-2.06823
Fam117b	NA	1.06617	-0.397125	-1.38848
Mdh1	NA	0.744065	-0.397752	-1.11881
Gm14236	NA	0.273459	-0.397845	-0.573155
Gm9833	NA	0.324561	-0.397903	-0.648335
Rps29	NA	0.243895	-0.398125	-0.526764
Tuba1c	NA	0.446764	-0.398433	-0.807768
Slc25a42	NA	0.25312	-0.398737	-0.541626
Tmem230	NA	0.477907	-0.39891	-0.84491
Ndufs5	NA	0.532544	-0.399695	-0.907241
Ddx19b	NA	0.897057	-0.399711	-1.25534
Dnajb11	NA	0.64765	-0.399726	-1.02779
Cox15	NA	0.328094	-0.399969	-0.653872
Ap5b1	NA	1.20529	-0.400217	-1.49668
Nsfl1c	NA	0.272669	-0.400383	-0.572467
Ncor2	NA	1.20484	-0.400521	-1.49677
Tcea2	NA	0.329172	-0.400572	-0.655551
Canx	NA	1.13935	-0.400773	-1.44867
Ap5s1	NA	1.15027	-0.400865	-1.45696
P2rx7	NA	0.225831	-0.400925	-0.497599
Amacr	NA	0.31961	-0.401009	-0.64211
Slc27a3	NA	0.166357	-0.401333	-0.392366
G6pd2	NA	0.511971	-0.40155	-0.885214
Pi4k2a	NA	1.31489	-0.401723	-1.57729
Gm11205	NA	0.337634	-0.401875	-0.667749
Gm14154	NA	0.337634	-0.401875	-0.667749
A430073D23Rik	NA	0.337634	-0.401875	-0.667749
Erc1	NA	1.5922	-0.40203	-1.76402
Pura	NA	1.38939	-0.4024	-1.63004
Psip1	+	2.21171	-0.402529	-2.13465
Kctd5	NA	0.343098	-0.402569	-0.675521
Cmtm6	NA	0.502607	-0.403269	-0.875409
Sec63	+	2.20406	-0.403354	-2.1327
Dbi	NA	0.853983	-0.403375	-1.222
Hps3	NA	0.539961	-0.403556	-0.917405
Dhrs7	NA	0.34138	-0.403578	-0.673425
Zc4h2	NA	0.173529	-0.403592	-0.405985
Gm608	NA	0.912584	-0.403937	-1.27259
Ets2	NA	0.701596	-0.403948	-1.08347
Shc1	NA	1.00488	-0.403953	-1.34833
Mplkip	NA	0.255324	-0.40401	-0.54609
Ccdc17	NA	0.191786	-0.404452	-0.439308
Gmpr2	NA	0.654644	-0.404561	-1.03795
G3bp2	NA	1.50845	-0.404739	-1.71433
2900097C17Rik	NA	0.263467	-0.404903	-0.559088
Cox11	NA	0.557467	-0.405004	-0.937284
Ehd4	+	2.13615	-0.405029	-2.09909
Xpot	NA	0.661694	-0.405167	-1.04536
Tmem219	NA	0.952826	-0.405217	-1.30738
Ddx1	+	2.30357	-0.40538	-2.19352
Dennd5b	NA	0.250367	-0.405432	-0.538447
Rsl24d1	NA	0.940767	-0.405531	-1.29773
G3bp1	+	2.46464	-0.405607	-2.28112
Rpusd2	NA	0.356919	-0.406158	-0.695498
Hist2h2be	NA	0.956717	-0.406562	-1.31199
Xkr5	NA	0.410739	-0.406618	-0.766321
Atp5h	+	2.36875	-0.406706	-2.23303
Mettl22	NA	1.14461	-0.406732	-1.46036
Smpd4	NA	0.593196	-0.40678	-0.976417
Dpf2	NA	0.486092	-0.406781	-0.857968
Tnpo1	NA	1.19101	-0.407279	-1.49586
Pop4	NA	0.821127	-0.407367	-1.19666
Grk5	NA	0.311686	-0.407587	-0.632333
Herc4	NA	0.512827	-0.408059	-0.88931
Park7	NA	1.43376	-0.408108	-1.66987
Tab3	NA	0.318912	-0.408292	-0.642947
Gm33195	NA	0.296756	-0.408472	-0.610599
Atp5k	NA	0.548554	-0.408488	-0.929397
Ddx6	NA	1.22754	-0.408566	-1.52461
Hist1h2ai	NA	0.335222	-0.408607	-0.666201
Scrn3	NA	0.301567	-0.408666	-0.617769
Ppp1r18os	NA	0.240246	-0.408737	-0.522638
Slc25a19	NA	1.49629	-0.409539	-1.71471
Aim1	NA	0.794122	-0.409785	-1.17439
Htt	NA	0.855552	-0.409807	-1.22921
Capza2	NA	1.53147	-0.410358	-1.73973
Ptges3	NA	0.81318	-0.410373	-1.19211
Selenbp1	NA	0.566009	-0.410624	-0.949544
Serp2	NA	0.211026	-0.4109	-0.473899
Med18	NA	0.59008	-0.410926	-0.97549
Ppa2	NA	0.964806	-0.411162	-1.32345
Tmtc3	NA	0.232945	-0.411249	-0.511022
Ikzf1	NA	0.841674	-0.411257	-1.21829
Rbx1	NA	1.4709700000000001	-0.41178	-1.70146
AC162302.1	NA	0.284963	-0.411889	-0.593614
Zfp239	NA	0.30402	-0.412248	-0.622206
Pcif1	+	1.8594	-0.412395	-1.95364
Rfk	+	1.88129	-0.412678	-1.96772
Ppp2cb	NA	0.490288	-0.412819	-0.865533
Gm4737	NA	0.218812	-0.412822	-0.48751100000000003
Cdc42bpg	NA	0.215795	-0.412854	-0.482363
Med28	NA	0.400512	-0.413072	-0.755445
Sh2b2	NA	0.262296	-0.413817	-0.55891
Slmap	+	2.13379	-0.413818	-2.12108
Pgam1	NA	0.536504	-0.41396	-0.918824
Rsl1d1	NA	0.832269	-0.414021	-1.21232
Usp24	NA	0.677604	-0.414097	-1.06707
Gtf2b	NA	0.374746	-0.414145	-0.721917
Mrpl43	NA	1.44562	-0.414465	-1.68861
Zfp790	NA	0.198417	-0.414508	-0.4523
Phf1	NA	1.22278	-0.414575	-1.52936
Mgme1	NA	0.527085	-0.414592	-0.908562
Hist1h4k	NA	0.379407	-0.4147	-0.728301
Nos1	NA	0.496218	-0.414761	-0.8733
Clrn3	NA	0.699484	-0.41527	-1.08939
Ssrp1	NA	1.46954	-0.415522	-1.70684
Hdac2	NA	1.24676	-0.416197	-1.54937
Txndc17	NA	0.876334	-0.416287	-1.25324
Actr8	NA	1.41585	-0.416585	-1.67141
Lrrc8a	NA	0.84275	-0.416791	-1.22406
Lyrm9	NA	1.16271	-0.416799	-1.48702
Nucks1	NA	0.890254	-0.416833	-1.26586
Polr2f	NA	1.47391	-0.417281	-1.7128
Taf1d	NA	0.603022	-0.417827	-0.993077
Coq5	+	2.40386	-0.418087	-2.28649
Amd1	NA	0.504586	-0.418106	-0.884496
Xpo6	NA	0.928584	-0.418228	-1.30012
Tcerg1	+	1.8966	-0.418554	-1.99046
Slc6a13	NA	1.4367	-0.419227	-1.69024
Tmem256	NA	1.30344	-0.419349	-1.59543
Dkkl1	NA	0.32641	-0.419704	-0.656524
Prrc2b	+	2.39555	-0.419984	-2.2875
Gna12	NA	0.489806	-0.420012	-0.868086
Glod5	NA	0.31456	-0.42007	-0.639465
Gm42962	NA	0.242828	-0.420477	-0.52875
Wbp2	NA	0.556974	-0.420526	-0.944816
Tomm5	NA	0.282684	-0.420557	-0.591895
Il23a	NA	0.213963	-0.420626	-0.480249
Gm46404	NA	1.09481	-0.420988	-1.43935
1500011K16Rik	NA	0.851379	-0.421473	-1.23578
Rcn1	NA	0.733825	-0.421705	-1.12717
Rpl10	NA	0.285	-0.421787	-0.595686
Csnk2b	+	1.80841	-0.422263	-1.94323
Eid2b	NA	0.499621	-0.422385	-0.880612
Ftl1	NA	0.151814	-0.422398	-0.366217
Med6	NA	0.493047	-0.422469	-0.872946
Prkar1a	NA	0.918834	-0.423028	-1.29634
Prps1	NA	0.732185	-0.423082	-1.12657
Vps26b	NA	1.18309	-0.423494	-1.51113
Ppp6r2	NA	0.490832	-0.423634	-0.870834
Rps7	NA	0.271431	-0.423762	-0.575083
Lcorl	NA	0.635875	-0.423843	-1.03091
Pkp4	NA	1.41342	-0.423908	-1.68135
Wiz	NA	1.01986	-0.424034	-1.38233
Ubap2	+	3.53929	-0.424306	-2.87937
Tmem39b	NA	0.410403	-0.424416	-0.771991
Abcf2	NA	1.01785	-0.42472	-1.38141
Cct3	NA	1.61252	-0.425062	-1.82068
Tmem63b	NA	0.211753	-0.425478	-0.477044
Tmprss5	NA	0.220218	-0.425659	-0.491661
Map7d1	NA	1.15849	-0.425914	-1.49518
Med8	NA	0.648598	-0.425917	-1.04528
Nkrf	NA	0.951433	-0.426026	-1.32713
Rer1	NA	0.992918	-0.426308	-1.36239
Eftud2	+	1.89302	-0.426749	-2.00655
